tokens,tags
"['সরকারের', 'পক্ষেও', 'শাসন', 'ও', 'অর্থনৈতিক', 'উন্নয়নের', 'জন্য', 'বলিষ্ঠ', 'কোনো', 'ভূমিকা', 'রাখা', 'সম্ভব', 'হবে', 'না', ',', 'কোনো', 'রূপকল্প', 'বাস্তবায়ন', 'তো', 'দূরের', 'কথা', '।']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আলোয়', 'ঝলমল', 'করছে', 'সকালটা', '।']","['O', 'O', 'O', 'O', 'O']"
"['কুয়াশার', 'চাদর', 'সরিয়ে', 'উঁকি', 'দিয়েছে', 'নতুন', 'বছরের', 'সূর্য', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['দেয়ালে', '২০১৪', 'সালের', 'পঞ্জিকা', '।']","['O', 'O', 'O', 'O', 'O']"
"['হাতের', 'মুঠোফোনেই', 'অবশ্য', 'এখন', 'সময়', 'ও', 'দিন', 'দেখার', 'কাজ', 'সারি', 'আমরা', ',', 'আর', 'তা', 'ভরে', 'গেছে', 'নতুন', 'বছরের', 'শুভেচ্ছাবার্তায়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['সময়', 'বয়ে', 'যায়', ',', 'কিন্তু', 'সূর্যের', 'আহ্নিক', 'গতি', 'আর', 'বার্ষিক', 'গতি', 'আমাদের', 'এনে', 'দেয়', 'নতুন', 'দিন', ',', 'নতুন', 'বছর', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['বছরের', 'শেষে', 'আমরা', 'হিসাব', 'মেলাতে', 'বসি—কী', 'পেলাম', ',', 'কী', 'পেলাম', 'না', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নতুন', 'বছরের', 'জন্য', 'নতুন', 'আশায়', 'বুক', 'বাঁধি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নতুন', 'কাজ', 'করার', 'জন্য', 'অঙ্গীকার', 'করি', 'নিজের', 'মনেই', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['২০১৩', 'বাংলাদেশের', 'জন্য', 'ভালো', 'যায়নি', '।']","['O', 'B-LOC', 'O', 'O', 'O', 'O']"
"['২০১৪', 'ভালো', 'যাবে—এই', 'আশা', 'নিয়ে', 'আমরা', 'বরণ', 'করে', 'নিচ্ছি', 'নতুন', 'অব্দটিকে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যদিও', 'রাজনীতিকদের', 'পক্ষ', 'থেকে', 'নববর্ষের', 'প্রথম', 'দিনটির', 'উপহার', 'হলো', 'অবরোধ', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আমাদের', 'মহাসড়ক', ',', 'রেলপথ', 'ও', 'নৌপথে', 'চলতে', 'মানা', ',', 'অনির্দিষ্টকালের', 'জন্য', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আমরা', 'চলেছি', 'একটা', 'একতরফা', 'নির্বাচনের', 'দিকে', ',', 'যে', 'নির্বাচন', 'আদৌ', 'রাজনৈতিক', 'অচলাবস্থার', 'শান্তিপূর্ণ', 'সমাধানের', 'আশা', 'জোগাচ্ছে', 'না', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['তবু', 'আমরা', 'এগিয়ে', 'যাব', '।']","['O', 'O', 'O', 'O', 'O']"
"['এগিয়ে', 'যাবে', 'বাংলাদেশ', '।']","['O', 'O', 'B-LOC', 'O']"
"['বছরজুড়ে', 'আগুন', ',', 'ভাঙচুর', ',', 'বোমা', ',', 'গুলি', ',', 'হরতাল', ',', 'অবরোধ', ',', 'ধ্বংস', ',', 'ধর্ষন', ',', 'মৃত্যুর', 'মধ্যেও', 'জীবন', 'এখানে', 'থেমে', 'থাকেনি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['রাজশাহীর', 'ঝরনা', 'বেগম', 'জামায়াত-শিবিরের', 'তাণ্ডবের', 'মধ্যেই', 'গত', 'এপ্রিলে', 'আহত', 'এক', 'পুলিশ', 'সদস্যকে', 'বাঁচাতে', 'এগিয়ে', 'যান', 'নিজের', 'জীবনের', 'ঝুঁকি', 'নিয়ে', '।']","['B-LOC', 'B-PER', 'I-PER', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['জয়পুরহাট', ',', 'টঙ্গী', ',', 'চাঁদপুরে', 'রেললাইন', 'ওপড়ানো', 'দেখে', 'লাল', 'পতাকা', 'উড়িয়ে', 'ট্রেন', 'থামিয়ে', 'দুর্ঘটনার', 'হাত', 'থেকে', 'মানুষকে', 'বাঁচিয়েছেন', 'সাধারণ', 'মানুষ', 'আশরাফুল', ',', 'হেলালউদ্দীন', ',', 'নুরুল', 'ইসলাম', 'ও', 'তাজুল', '।']","['B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'O']"
"['নীলফামারীর', 'কলেজছাত্র', 'কেশব', 'রায়', 'বাল্যবিবাহের', 'বিরুদ্ধে', 'কাজ', 'করে', 'লাভ', 'করেছেন', 'জাতিসংঘের', 'ইয়ুথ', 'কারেজ', 'অ্যাওয়ার্ড', 'ফর', 'এডুকেশন', '।']","['B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['হাজার', 'হাজার', 'ছেলেমেয়ে', 'জিপিএ', 'ফাইভ', 'পেয়েছে', 'মাধ্যমিক', 'আর', 'উচ্চমাধ্যমিক', 'পরীক্ষায়', ',', 'লাখ', 'লাখ', 'ছেলেমেয়ে', 'পেয়েছে', 'প্রাথমিক', 'ও', 'জুনিয়র', 'সমাপনী', 'পরীক্ষায়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গণিত', 'অলিম্পিয়াডে', 'বাংলাদেশ', 'ভালো', 'করেই', 'চলেছে', ';', 'বুয়েট', ',', 'ঢাকা', 'বিশ্ববিদ্যালয়', ',', 'ব্র্যাক', 'বিশ্ববিদ্যালয়', ',', 'নর্থ', 'সাউথ', 'বিশ্ববিদ্যালয়ের', 'শিক্ষার্থীদের', 'দল', 'চ্যাম্পিয়ন', 'হয়েছে', 'যুক্তরাষ্ট্র', ',', 'কানাডা', ',', 'অস্ট্রেলিয়া', ',', 'ইংল্যান্ড', ',', 'জার্মানি', ',', 'মালয়েশিয়া', ',', 'হংকং', ',', 'ফ্রান্সের', 'বিভিন্ন', 'প্রতিযোগিতায়', '।']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']"
"['বাংলাদেশ', 'ক্রিকেটে', 'বাংলাওয়াশ', 'করেছে', 'নিউজিল্যান্ডকে', ',', 'নতুন', 'দুই', 'তারকা', 'উঠে', 'এসেছেন', 'সোহাগ', 'গাজী', 'আর', 'মুমিনুল', 'হক', '।']","['B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
"['সিদ্দিকুর', 'রহমান', 'দিল্লিতে', 'চ্যাম্পিয়ন', 'হয়েছেন', 'পেশাদার', 'গলফে', '।']","['B-PER', 'I-PER', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['আর', 'বছর', 'শেষে', 'আমাদের', 'ছোট্ট', 'দাবাড়ু', 'ফাহাদ', 'রহমান', 'বিশ্ব', 'যুব', 'দাবার', 'অনূর্ধ্ব', '১০', 'গ্রুপের', 'ব্লিৎজ', 'বিভাগে', 'রুপা', 'জিতে', 'এনেছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['সোহাগ', 'গাজী', ',', 'মুমিনুল', ',', 'সিদ্দিক', ',', 'ফাহাদেরা', 'উঠে', 'এসেছে', 'ঢাকার', 'বাইরে', 'থেকে', 'এবং', 'প্রতিকূলতা', 'জয়', 'করে', '।']","['B-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এর', 'বাইরেও', 'আছে', 'সাধারণ', 'মানুষের', 'সাফল্যের', 'অসংখ্য', 'কাহিনি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আমাদের', 'রাজনীতি', 'আমাদের', 'এগিয়ে', 'চলার', 'গতিকে', 'ত্বরান্বিত', 'না', 'করে', 'অবরুদ্ধ', 'করতে', 'চায়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কিন্তু', 'মানুষ', 'এগিয়েই', 'চলেছে', '।']","['O', 'O', 'O', 'O', 'O']"
"['কবি', 'নাজিম', 'হিকমতের', 'জেলখানার', 'চিঠি', 'কবিতায়', 'আছে—‘দুঃসময়', 'থেকে', 'সুসময়ে', 'মানুষ', 'পৌঁছে', 'দেবে', 'মানুষকে’', '।']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['২০১৪-এর', 'প্রথম', 'প্রভাতে', 'মানুষের', 'ওপরই', 'আস্থা', 'রাখতে', 'হবে', 'আমাদের', ',', 'বাংলাদেশের', 'অপরাজেয়', 'সাধারণ', 'মানুষই', 'আমাদের', 'নিয়ে', 'যাবে', 'সুসময়ের', 'আলোকিত', 'বন্দরে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['‘ভোর', 'হয়নি', ',', 'আজ', 'হলো', 'না', ',', 'কাল', 'হবে', 'কি', 'না', ',', 'তা-ও', 'জানা', 'নেই', ',', 'পরশু', 'ভোর', 'ঠিক', 'আসবেই', ',', '’', 'এই', 'আশাবাদ', 'আমরা', 'শিল্পী', 'মাহমুদুজ্জামান', 'বাবুর', 'মতোই', 'বুকে', 'ধরে', 'রাখি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['সবাইকে', 'নতুন', 'বছরের', 'শুভেচ্ছা', '।']","['O', 'O', 'O', 'O', 'O']"
"['জাতিসংঘের', 'সম্মানজনক', 'ইয়ুথ', 'কারেজ', 'অ্যাওয়ার্ড', 'ফর', 'এডুকেশনজয়ী', 'শিশুসংগঠক', 'কেশব', 'চন্দ্র', 'রায়', 'এখন', 'তার', 'এলাকার', 'শতভাগ', 'শিশুকে', 'বিদ্যালয়ে', 'ভর্তি', 'নিশ্চিত', 'করতে', 'চায়', '।']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'লক্ষ্য', 'পূরণে', 'শিশুদের', 'জন্মনিবন্ধন', 'সনদ', 'সংগ্রহ', 'করছে', 'সে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নীলফামারীর', 'জলঢাকা', 'উপজেলার', 'এই', 'তরুণ', 'শিশুদের', 'বিদ্যালয়', 'থেকে', 'ঝরে', 'পড়া', 'রোধ', 'ও', 'বাল্যবিবাহ', 'ঠেকানোর', 'কাজে', 'তৎপর', '।']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গতকাল', 'মঙ্গলবার', 'বিকেলে', 'মুঠোফোনে', 'প্রথম', 'আলোকে', 'সে', 'বলে', ',', '‘উপজেলার', 'কৈমারী', 'ইউনিয়ন', 'পরিষদে', '(', 'ইউপি', ')', 'শিশুদের', 'জন্মনিবন্ধন', 'সনদ', 'সংগ্রহ', 'করছি', '।']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['চলতি', 'মাসেই', 'শিশুদের', 'বিদ্যালয়ে', 'ভর্তি', 'করা', 'হবে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আর', 'ভর্তির', 'জন্য', 'এই', 'সনদ', 'প্রয়োজন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কিন্তু', 'অনেক', 'অভিভাবক', 'সনদ', 'সংগ্রহের', 'কাজকে', 'ঝামেলা', 'মনে', 'করেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এই', 'ঝামেলা', 'এড়াতে', 'তাঁদের', 'সন্তানদের', 'বিদ্যালয়ে', 'পাঠানো', 'থেকে', 'বিরত', 'থাকেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'জন্যই', 'সনদ', 'সংগ্রহ', 'করে', 'অভিভাবকদের', 'হাতে', 'তুলে', 'দিচ্ছি।’', 'এ', 'কাজে', 'তাঁকে', 'সার্বিকভাবে', 'সহযোগিতা', 'করছেন', 'কৈমারী', 'ইউনিয়ন', 'পরিষদের', 'চেয়ারম্যান', 'কোহিনুর', 'জামান', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['কেশব', 'জানায়', ',', 'অনলাইনে', 'গতকাল', '১৫টি', 'শিশুর', 'জন্মনিবন্ধন', 'সম্পন্ন', 'করা', 'হয়', '।']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ইন্টারনেটের', 'গতি', 'কম', 'থাকায়', 'আরও', 'পাঁচটি', 'শিশুর', 'জন্মনিবন্ধন', 'প্রক্রিয়া', 'তাৎক্ষণিকভাবে', 'সম্পন্ন', 'করা', 'সম্ভব', 'হয়নি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কেশবের', 'সঙ্গে', 'কথা', 'বলে', 'জানা', 'গেল', ',', 'জন্মনিবন্ধন', 'সনদ', 'সংগ্রহের', 'পাশাপাশি', 'বাল্যবিবাহ', 'বন্ধের', 'প্রচেষ্টাও', 'অব্যাহত', 'রেখেছে', 'তার', 'দল', '।']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কোথাও', 'বাল্যবিবাহের', 'আয়োজন', 'হলেই', 'দলের', 'সদস্যরা', 'মুঠোফোনে', 'খবর', 'দেয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গত', '২৮', 'নভেম্বর', 'উপজেলার', 'সিংড়া', 'গ্রামে', 'দুটি', 'বাল্যবিবাহের', 'আয়োজন', 'করা', 'হয়েছিল', '।']","['O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['খবর', 'পেয়েই', 'ছুটে', 'যায়', 'কেশব', '।']","['O', 'O', 'O', 'O', 'B-PER', 'O']"
"['উপজেলা', 'মহিলাবিষয়ক', 'কর্মকর্তা', 'শামীম', 'জাহিদ', 'তালুকদার', 'ও', 'ইউপি', 'চেয়ারম্যানের', 'কোহিনুরের', 'সহযোগিতায়', 'বিয়ে', 'দুটি', 'বন্ধ', 'করে', 'দেওয়া', 'হয়', '।']","['O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কেশব', 'তার', 'শিশু', 'দলের', 'সদস্যদের', 'নিয়ে', 'ওই', 'এলাকায়', 'প্রায়', '২৫টি', 'বাল্যবিবাহ', 'ঠেকিয়েছে', '।']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ঝরে', 'পড়া', '৫০টি', 'শিশুকে', 'আবার', 'বিদ্যালয়ে', 'ফিরিয়ে', 'আনা', 'সম্ভব', 'হয়েছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গত', '১২', 'জুলাই', 'নিউইয়র্কে', 'জাতিসংঘের', 'সদর', 'দপ্তরে', 'মালালা', 'দিবসের', 'অনুষ্ঠানে', 'জাতিসংঘের', 'শিক্ষাবিষয়ক', 'বিশেষ', 'দূত', 'ও', 'সাবেক', 'ব্রিটিশ', 'প্রধানমন্ত্রী', 'গর্ডন', 'ব্রাউনের', 'হাত', 'থেকে', 'কেশবের', 'পক্ষে', 'পুরস্কার', 'গ্রহণ', 'করে', 'প্ল্যান', 'ইন্টারন্যাশনাল', '।']","['O', 'O', 'O', 'B-LOC', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
