sentences,tokens,tags
এটি আরও উত্তর-পশ্চিম স্থলভাগের দিকে অগ্রসর হয়ে বৃষ্টি ঝরিয়ে ক্রমান্বয়ে দুর্বল হয়ে যেতে পারে।,"['এটি', 'আরও', 'উত্তর', '<PUNCT>', 'পশ্চিম', 'স্থলভাগের', 'দিকে', 'অগ্রসর', 'হয়ে', 'বৃষ্টি', 'ঝরিয়ে', 'ক্রমান্বয়ে', 'দুর্বল', 'হয়ে', 'যেতে', 'পারে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বহু ধাপ বিপণন (এমএলএম) ব্যবসার নামে প্রতারণার অভিযোগে রাজশাহী বিশ্ববিদ্যালয়ের শিক্ষক জুলফিকার আহম্মদকে সাময়িক বরখাস্ত করা হয়েছে।,"['বহু', 'ধাপ', 'বিপণন', '<PUNCT>', 'এমএলএম', '<PUNCT>', 'ব্যবসার', 'নামে', 'প্রতারণার', 'অভিযোগে', 'রাজশাহী', 'বিশ্ববিদ্যালয়ের', 'শিক্ষক', 'জুলফিকার', 'আহম্মদকে', 'সাময়িক', 'বরখাস্ত', 'করা', 'হয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
তিনি আইন বিভাগের সহযোগী অধ্যাপক।,"['তিনি', 'আইন', 'বিভাগের', 'সহযোগী', 'অধ্যাপক', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O']"
গতকাল বৃহস্পতিবার রাতে বিশ্ববিদ্যালয়ের সিন্ডিকেট সভায় এ সিদ্ধান্ত নেওয়া হয়।,"['গতকাল', 'বৃহস্পতিবার', 'রাতে', 'বিশ্ববিদ্যালয়ের', 'সিন্ডিকেট', 'সভায়', 'এ', 'সিদ্ধান্ত', 'নেওয়া', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
একই সঙ্গে অভিযোগ তদন্তে বিশ্ববিদ্যালয়ের কোষাধ্যক্ষ সায়েন উদ্দিনকে প্রধান করে পাঁচ সদস্যের কমিটি গঠন করা হয়েছে।,"['একই', 'সঙ্গে', 'অভিযোগ', 'তদন্তে', 'বিশ্ববিদ্যালয়ের', 'কোষাধ্যক্ষ', 'সায়েন', 'উদ্দিনকে', 'প্রধান', 'করে', 'পাঁচ', 'সদস্যের', 'কমিটি', 'গঠন', 'করা', 'হয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ইন্টারনেটে পিটিসি (পে টু ক্লিক) পদ্ধতিতে ১০ মিনিটে ৫০ ক্লিক করার কথা বলে হিসাব খোলা বাবদ প্রতিজনের কাছ থেকে এক বছর মেয়াদের জন্য ১২ থেকে ১৫ হাজার করে টাকা নেওয়া হয়।,"['ইন্টারনেটে', 'পিটিসি', '<PUNCT>', 'পে', 'টু', 'ক্লিক', '<PUNCT>', 'পদ্ধতিতে', '১০', 'মিনিটে', '৫০', 'ক্লিক', 'করার', 'কথা', 'বলে', 'হিসাব', 'খোলা', 'বাবদ', 'প্রতিজনের', 'কাছ', 'থেকে', 'এক', 'বছর', 'মেয়াদের', 'জন্য', '১২', 'থেকে', '১৫', 'হাজার', 'করে', 'টাকা', 'নেওয়া', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
এভাবে তিনি বিশ্ববিদ্যালয় ও নিজের এলাকা সাতক্ষীরা থেকে এক কোটির বেশি টাকা হাতিয়ে ব্যবসা গুটিয়ে নেন।,"['এভাবে', 'তিনি', 'বিশ্ববিদ্যালয়', 'ও', 'নিজের', 'এলাকা', 'সাতক্ষীরা', 'থেকে', 'এক', 'কোটির', 'বেশি', 'টাকা', 'হাতিয়ে', 'ব্যবসা', 'গুটিয়ে', 'নেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
এ বিষয়ে মামলা হলে সরকারের পক্ষ থেকে বিশ্ববিদ্যালয়কে জানানো হয়।,"['এ', 'বিষয়ে', 'মামলা', 'হলে', 'সরকারের', 'পক্ষ', 'থেকে', 'বিশ্ববিদ্যালয়কে', 'জানানো', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গত বছরের শেষের দিকে বিশ্ববিদ্যালয় কর্তৃপক্ষকে এ বিষয়ে পদক্ষেপ নিতে সরকারের পক্ষ থেকে চিঠিও দেওয়া হয়।,"['গত', 'বছরের', 'শেষের', 'দিকে', 'বিশ্ববিদ্যালয়', 'কর্তৃপক্ষকে', 'এ', 'বিষয়ে', 'পদক্ষেপ', 'নিতে', 'সরকারের', 'পক্ষ', 'থেকে', 'চিঠিও', 'দেওয়া', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
কিন্তু ওই সময় কোনো পদক্ষেপ নেওয়া হয়নি।,"['কিন্তু', 'ওই', 'সময়', 'কোনো', 'পদক্ষেপ', 'নেওয়া', 'হয়নি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বর্তমান উপাচার্য মুহম্মদ মিজানউদ্দিন দায়িত্ব গ্রহণের পর এ বিষয়ে বিশ্ববিদ্যালয়ের লিগ্যাল সেলকে অবহিত করা হয়।,"['বর্তমান', 'উপাচার্য', 'মুহম্মদ', 'মিজানউদ্দিন', 'দায়িত্ব', 'গ্রহণের', 'পর', 'এ', 'বিষয়ে', 'বিশ্ববিদ্যালয়ের', 'লিগ্যাল', 'সেলকে', 'অবহিত', 'করা', 'হয়', '<PUNCT>']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
লিগ্যাল সেলের প্রাথমিক প্রতিবেদন ও গোয়েন্দা সংস্থার প্রতিবেদনে জুলফিকার আহম্মদের বিরুদ্ধে অভিযোগ প্রমাণিত হওয়ায় সিন্ডিকেটে তাঁকে সাময়িকভাবে বহিষ্কারের সিদ্ধান্ত নেওয়া হয়।,"['লিগ্যাল', 'সেলের', 'প্রাথমিক', 'প্রতিবেদন', 'ও', 'গোয়েন্দা', 'সংস্থার', 'প্রতিবেদনে', 'জুলফিকার', 'আহম্মদের', 'বিরুদ্ধে', 'অভিযোগ', 'প্রমাণিত', 'হওয়ায়', 'সিন্ডিকেটে', 'তাঁকে', 'সাময়িকভাবে', 'বহিষ্কারের', 'সিদ্ধান্ত', 'নেওয়া', 'হয়', '<PUNCT>']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"সিন্ডিকেটের সদস্য আবদুল আলীম বলেন, 'শিক্ষক নিয়োগের সময় বিশ্ববিদ্যালয়ের সঙ্গে হওয়া চুক্তিতে উল্লেখ করা হয়, শিক্ষকেরা শিক্ষাসংশ্লিষ্ট কোনো বিষয় ছাড়া অন্য কোনো ব্যবসার সঙ্গে জড়িত থাকতে পারবেন না।","['সিন্ডিকেটের', 'সদস্য', 'আবদুল', 'আলীম', 'বলেন', '<PUNCT>', '<PUNCT>', 'শিক্ষক', 'নিয়োগের', 'সময়', 'বিশ্ববিদ্যালয়ের', 'সঙ্গে', 'হওয়া', 'চুক্তিতে', 'উল্লেখ', 'করা', 'হয়', '<PUNCT>', 'শিক্ষকেরা', 'শিক্ষাসংশ্লিষ্ট', 'কোনো', 'বিষয়', 'ছাড়া', 'অন্য', 'কোনো', 'ব্যবসার', 'সঙ্গে', 'জড়িত', 'থাকতে', 'পারবেন', 'না', '<PUNCT>']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
কিন্তু জুলফিকার আহম্মদ সেই চুক্তি ভঙ্গ করেছেন।,"['কিন্তু', 'জুলফিকার', 'আহম্মদ', 'সেই', 'চুক্তি', 'ভঙ্গ', 'করেছেন', '<PUNCT>']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
এ ছাড়া তাঁর বিরুদ্ধে প্রতারণার অভিযোগ ওঠায় বিশ্ববিদ্যালয় ও শিক্ষকদের মান ক্ষুণ্ন হয়েছে।,"['এ', 'ছাড়া', 'তাঁর', 'বিরুদ্ধে', 'প্রতারণার', 'অভিযোগ', 'ওঠায়', 'বিশ্ববিদ্যালয়', 'ও', 'শিক্ষকদের', 'মান', 'ক্ষুণন', 'হয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
এতে সিন্ডিকেটে সর্বসম্মতভাবে তাঁকে সাময়িকভাবে বহিষ্কারের সিদ্ধান্ত নেওয়া হয়। ',"['এতে', 'সিন্ডিকেটে', 'সর্বসম্মতভাবে', 'তাঁকে', 'সাময়িকভাবে', 'বহিষ্কারের', 'সিদ্ধান্ত', 'নেওয়া', 'হয়', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আইপিএলে তিন ভারতীয় ক্রিকেটারের স্পট ফিক্সিং কেলেঙ্কারি।,"['আইপিএলে', 'তিন', 'ভারতীয়', 'ক্রিকেটারের', 'স্পট', 'ফিক্সিং', 'কেলেঙ্কারি', '<PUNCT>']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"এরপর গ্রেপ্তার, রিমান্ড।","['এরপর', 'গ্রেপ্তার', '<PUNCT>', 'রিমান্ড', '<PUNCT>']","['O', 'O', 'O', 'O', 'O']"
"গ্রেপ্তার হয়েছেন একটি ফ্র্যাঞ্চাইজির প্রধান, বলিউডের একজন অভিনেতা ও বেশ কয়েকজন জুয়াড়ি।","['গ্রেপ্তার', 'হয়েছেন', 'একটি', 'ফ্র্যাঞ্চাইজির', 'প্রধান', '<PUNCT>', 'বলিউডের', 'একজন', 'অভিনেতা', 'ও', 'বেশ', 'কয়েকজন', 'জুয়াড়ি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
সার্বিক পরিস্থিতিতে টালমাটাল আইপিএল।,"['সার্বিক', 'পরিস্থিতিতে', 'টালমাটাল', 'আইপিএল', '<PUNCT>']","['O', 'O', 'O', 'B-ORG', 'O']"
বিব্রত ভারতীয় ক্রিকেট বোর্ড।,"['বিব্রত', 'ভারতীয়', 'ক্রিকেট', 'বোর্ড', '<PUNCT>']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
তবে দুই সপ্তাহ ধরে এত কিছু চললেও মুখ খুলছিলেন না শচীন টেন্ডুলকার।,"['তবে', 'দুই', 'সপ্তাহ', 'ধরে', 'এত', 'কিছু', 'চললেও', 'মুখ', 'খুলছিলেন', 'না', 'শচীন', 'টেন্ডুলকার', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"এনডিটিভির খবর, দুই সপ্তাহ পর নীরবতা ভাঙলেন লিটল মাস্টার।","['এনডিটিভির', 'খবর', '<PUNCT>', 'দুই', 'সপ্তাহ', 'পর', 'নীরবতা', 'ভাঙলেন', 'লিটল', 'মাস্টার', '<PUNCT>']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"আজ শুক্রবার এক বিবৃতিতে শচীন জানিয়েছেন, এ ঘটনায় তিনি নিদারুণ ব্যথিত ও হতাশ।","['আজ', 'শুক্রবার', 'এক', 'বিবৃতিতে', 'শচীন', 'জানিয়েছেন', '<PUNCT>', 'এ', 'ঘটনায়', 'তিনি', 'নিদারুণ', 'ব্যথিত', 'ও', 'হতাশ', '<PUNCT>']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
